id,name,alt_name,region,country,latitude,longitude,tags,km_distance_to_ocean,is_coastal,ocean_latitude_1,ocean_longitude_1,ocean_lat1,ocean_lon1
AK513,Game Creek,,Alaska,US,58.0752,-135.484,"ardac,eds,ncr",2.6,True,58.091,-135.2589,58.1209,-135.2832
AK514,Gateway,,Alaska,US,61.5638,-149.2645,"ardac,eds,ncr",6.4,True,61.1547,-149.7542,61.1679,-149.8148
AK135,Georgetown,,Alaska,US,61.9085,-157.787,"ardac,eds,ncr",248.9,False,63.5597,-161.312,63.4847,-161.0784
AK136,Girdwood,,Alaska,US,60.9421,-149.167,"ardac,eds,ncr",0.6,True,61.0142,-149.9102,61.0415,-149.9784
AK515,Glacier View,,Alaska,US,61.7977,-147.6026,"ardac,eds,ncr",58.3,True,60.8955,-147.5556,61.04,-147.2313
AK137,Glennallen,,Alaska,US,62.1092,-145.546,"ardac,eds,ncr",116.3,False,60.9505,-146.6092,60.9425,-146.6829
AK516,Goldstream,,Alaska,US,64.9131,-147.9051,"ardac,eds,ncr",386.7,False,61.2341,-149.701,61.1508,-149.7939
AK452,Goldstream Public Use Area,,Alaska,US,64.93,-147.7653,"ardac,eds,ncr",389.9,False,61.2627,-149.9066,61.1693,-149.6717
AK138,Golovin,Cingik / Siŋik,Alaska,US,64.5433,-163.029,"ardac,eds,ncr",1.8,True,64.4281,-163.1048,64.4451,-163.1694
AK139,Goodnews Bay,Mamterat,Alaska,US,59.1186,-161.589,"ardac,eds,ncr",0.7,True,59.1607,-161.6931,59.1828,-161.748
AK140,Grayling,Sixno' Xidakagg,Alaska,US,62.9062,-160.077,"ardac,eds,ncr",87.1,True,63.7014,-161.0677,63.4235,-161.079
AK141,Gulkana,C'uul C'ena',Alaska,US,62.2714,-145.382,"ardac,eds,ncr",136.3,False,60.9576,-146.4935,60.9627,-146.9018
AK142,Gustavus,,Alaska,US,58.4125,-135.738,"ardac,eds,ncr",3.6,True,58.4716,-135.8016,58.5027,-135.8352
AK143,Haines,Deishú,Alaska,US,59.2358,-135.445,"ardac,eds,ncr",1.2,True,59.1004,-135.2982,58.9251,-135.1101
AK517,Halibut Cove,,Alaska,US,59.5906,-151.2335,"ardac,eds,ncr",1.2,True,59.6404,-151.3248,59.5108,-151.7064
AK518,Happy Valley,,Alaska,US,59.9328,-151.729,"ardac,eds,ncr",6.2,True,59.9823,-151.822,60.0083,-151.871
AK519,Harding-Birch Lakes,,Alaska,US,64.3481,-146.855,"ardac,eds,ncr",340.4,False,61.188,-149.6429,61.0108,-147.0791
AK145,Haycock,,Alaska,US,65.2172,-161.167,"ardac,eds,ncr",30.7,True,64.946,-161.2117,64.9592,-161.2751
AK472,Hazen Bay Refuge,,Alaska,US,60.8465,-165.0807,"ardac,eds",7.1,True,60.8857,-165.1948,60.9063,-165.255
AK146,Healy,,Alaska,US,63.8578,-148.966,"ardac,eds,ncr",263.1,False,61.251,-149.8097,61.1994,-149.8789
AK147,Healy Lake,Mendees Cheeg,Alaska,US,63.9441,-144.755,"ardac,eds,ncr",324.0,False,60.9154,-146.3875,61.0311,-146.7702
AK148,Highland Park,,Alaska,US,64.7582,-147.371,"ardac,eds,ncr",375.7,False,61.264,-149.8525,61.0641,-146.9388
AK520,Hobart Bay,,Alaska,US,57.401,-133.4127,"ardac,eds,ncr",0.6,True,57.4613,-133.4706,57.493,-133.5012
AK149,Holikachuk,,Alaska,US,62.9112,-159.517,"ardac,eds,ncr",106.9,False,63.6778,-161.2015,63.3989,-161.2322
AK150,Hollis,,Alaska,US,55.4879,-132.663,"ardac,eds,ncr",1.4,True,55.4987,-132.4524,55.477,-133.1073
AK151,Holy Cross,Ingirraller / Deloy Chet,Alaska,US,62.1994,-159.771,"ardac,eds,ncr",162.7,False,63.6061,-161.2275,63.5073,-161.2918
AK152,Homer,,Alaska,US,59.6425,-151.548,"ardac,eds,ncr",4.3,True,59.6921,-151.6399,59.5563,-151.6995
AK153,Hoonah,Xunaa / Gaaw Yat’aḵ Aan,Alaska,US,58.11,-135.444,"ardac,eds,ncr",0.3,True,58.1257,-135.2187,58.2005,-135.5396
AK154,Hooper Bay,Naparyaarmiut,Alaska,US,61.5311,-166.097,"ardac,eds,ncr",0.6,True,61.5695,-166.2148,61.5896,-166.277
AK155,Hope,,Alaska,US,60.9203,-149.64,"ardac,eds,ncr",2.1,True,61.1282,-149.7115,60.998,-149.7814
AK473,Horseshoe Bay State Marine Park,,Alaska,US,60.0322,-147.9418,"ardac,eds",0.5,True,60.0842,-148.0292,60.1116,-148.0753
AK156,Houston,,Alaska,US,61.6302,-149.818,"ardac,eds,ncr",18.2,True,61.21,-149.9736,61.2228,-150.0247
AK157,Hughes,Hut’odlee Kkaakk’et,Alaska,US,66.0488,-154.255,"ardac,eds,ncr",272.1,False,66.4521,-160.2855,66.4481,-161.3363
AK158,Huslia,Ts’aateyhdenaadekk’onh Denh,Alaska,US,65.6986,-156.4,"ardac,eds,ncr",191.1,False,66.5839,-160.5616,64.9779,-161.1277
AK159,Hydaburg,Higdáa G̱ándlaay,Alaska,US,55.208,-132.827,"ardac,eds,ncr",1.8,True,55.1187,-132.9669,55.1462,-132.9976
AK160,Hyder,,Alaska,US,55.9169,-130.025,"ardac,eds,ncr",1.0,True,55.4418,-130.7274,55.6226,-131.5838
AK161,Iditarod,,Alaska,US,62.5448,-158.094,"ardac,eds,ncr",188.6,False,63.753,-160.8804,63.4692,-161.3106
AK162,Igiugig,Igyaraq,Alaska,US,59.3278,-155.895,"ardac,eds,ncr",54.1,True,59.3786,-155.6818,59.2526,-154.123
AK163,Ikatan,,Alaska,US,54.75,-163.308,"ardac,eds,ncr",1.3,True,54.8129,-163.1313,54.6513,-163.4119
AK164,Iliamna,Illiamna,Alaska,US,59.7536,-154.817,"ardac,eds,ncr",56.3,True,59.6436,-154.9097,59.6669,-153.6704
AK165,Inakpuk,,Alaska,US,59.5331,-157.15,"ardac,eds,ncr",47.1,True,58.95,-157.1896,58.7854,-157.5378
AK166,Indian,,Alaska,US,60.9881,-149.513,"ardac,eds,ncr",0.2,True,61.0491,-149.9317,61.0659,-149.6544
AK167,Indian River,,Alaska,US,62.6672,-144.433,"ardac,eds,ncr",197.5,False,60.9478,-146.6908,61.0838,-146.7607
AK168,Ingrihak,,Alaska,US,61.7561,-162.0,"ardac,eds,ncr",114.8,False,60.9142,-163.5304,60.4941,-162.5049
AK474,Ishtalitna Creek Hot Springs Research Natural Area,,Alaska,US,65.8669,-151.6311,"ardac,eds,ncr",393.2,False,66.4427,-160.3567,66.4392,-161.4888
AK169,Ivanof Bay,,Alaska,US,55.8996,-159.507,"ardac,eds,ncr",0.8,True,55.6289,-159.5526,55.6561,-159.3127
AK475,Jack Bay State Marine Park,,Alaska,US,61.032,-146.5743,"ardac,eds,ncr",0.3,True,60.9286,-146.6981,60.9518,-146.7453
AK453,Joe Mace Island State Marine Park,,Alaska,US,56.3473,-133.635,"ardac,eds",1.3,True,56.4076,-133.6916,56.4393,-133.7215
AK170,Joe Ward Camp,,Alaska,US,66.8673,-143.699,"ardac,eds,ncr",321.8,False,69.4436,-140.4623,69.5805,-140.857
AK439,Joint Base Elmendorf-Richardson,,Alaska,US,61.2514,-149.8064,"ardac,eds,ncr",4.4,True,61.1452,-149.9204,61.1673,-149.9703
AK171,Jonesville,,Alaska,US,61.7311,-148.933,"ardac,eds,ncr",30.8,True,61.1766,-149.7795,61.1854,-149.8504
AK172,Juneau,Dzánti K'ihéeni,Alaska,US,58.3019,-134.42,"ardac,eds,ncr",2.1,True,58.407,-134.7701,58.238,-134.6029
AK173,Kachemak,,Alaska,US,59.6488,-151.451,"ardac,eds,ncr",0.9,True,59.6985,-151.5428,59.5628,-151.6028
AK174,Kake,Ḵéex̱ʼ,Alaska,US,56.9758,-133.947,"ardac,eds,ncr",4.2,True,57.0359,-134.0051,57.0675,-134.0358
AK176,Kaktovik,Qaaktuġvik,Alaska,US,70.1131,-143.6623,"ardac,eds,ncr",2.5,True,70.1689,-143.778,70.1983,-143.8391
AK177,Kalifornsky,Unhghenesditnu,Alaska,US,60.4412,-151.198,"ardac,eds,ncr",6.0,True,60.4971,-151.6126,60.5172,-151.341
AK179,Kaltag,Ggaał Doh,Alaska,US,64.3272,-158.722,"ardac,eds,ncr",106.0,False,63.9739,-160.9413,64.1455,-161.1053
AK180,Kanakanak,,Alaska,US,59.0031,-158.533,"ardac,eds,ncr",0.7,True,58.8906,-158.6115,59.071,-158.6855
AK443,Kantishna,,Alaska,US,63.5253,-150.9581,"ardac,eds,ncr",237.4,False,61.1853,-149.9672,61.1594,-150.6607
AK454,Kanuti Hot Springs Area Of Critical Environmental Concern,,Alaska,US,66.3427,-150.8468,"ardac,eds,ncr",419.7,False,66.4553,-160.4016,70.2922,-148.153
AK181,Karluk,Kal’ut,Alaska,US,57.5719,-154.455,"ardac,eds,ncr",0.5,True,57.6195,-154.5455,57.6445,-154.5932
AK182,Kasaan,Gasa'áan,Alaska,US,55.5389,-132.401,"ardac,eds,ncr",0.4,True,55.5998,-132.4544,55.5271,-131.9386
AK183,Kashega,,Alaska,US,53.467,-167.16,"ardac,eds,ncr",0.7,True,53.5048,-167.2548,53.5246,-167.3048
AK184,Kashegelok,,Alaska,US,60.8331,-157.833,"ardac,eds,ncr",189.5,False,59.6666,-155.5995,58.9308,-158.7101
AK185,Kasigluk,Kassigluq,Alaska,US,60.8955,-162.521,"ardac,eds,ncr",26.0,True,60.8723,-163.599,60.4769,-162.5612
AK186,Kasilof,,Alaska,US,60.3375,-151.274,"ardac,eds,ncr",5.6,True,60.3873,-151.3674,60.4135,-151.4167
AK187,Kathakne,,Alaska,US,62.9692,-141.832,"ardac,eds,ncr",291.3,False,60.3792,-144.8496,60.183,-143.0249
AK188,Kenai,Shk'ituk't,Alaska,US,60.5544,-151.258,"ardac,eds,ncr",1.8,True,60.6042,-151.352,60.6304,-151.4016
AK476,Kenai River Special Management Area,,Alaska,US,60.5069,-150.9635,"ardac,eds,ncr",17.4,True,60.714,-151.0426,60.5832,-151.1062
AK189,Kenny Lake,,Alaska,US,61.7379,-144.945,"ardac,eds,ncr",98.8,True,60.9327,-146.586,60.9349,-146.6766
AK190,Kepangalook,,Alaska,US,60.8501,-161.617,"ardac,eds,ncr",21.8,True,60.386,-162.2513,60.3929,-162.3238
AK191,Ketchikan,Kichx̱áan,Alaska,US,55.3422,-131.646,"ardac,eds,ncr",1.0,True,55.3511,-131.436,55.2821,-131.8191
AK192,Kiana,Katyaaq,Alaska,US,66.975,-160.423,"ardac,eds,ncr",35.8,True,66.703,-160.4783,66.8258,-161.8116
AK193,Kinegnak,,Alaska,US,58.8331,-161.667,"ardac,eds,ncr",1.9,True,58.8751,-161.7703,58.8972,-161.8248
AK194,King Cove,Agdaaĝux̂,Alaska,US,55.0629,-162.31,"ardac,eds",0.6,True,55.1046,-162.4038,55.1265,-162.4532
AK195,King Island,Ugiuvak,Alaska,US,64.9694,-168.065,"ardac,eds,ncr",1.4,True,65.0062,-168.1999,65.0255,-168.2711
AK196,King Salmon,,Alaska,US,58.6883,-156.661,"ardac,eds,ncr",17.1,True,58.8846,-157.076,58.5813,-157.4193
AK197,Kipnuk,Qipnek,Alaska,US,59.9389,-164.041,"ardac,eds,ncr",5.3,True,59.979,-164.1507,60.0001,-164.2086
AK198,Kivalina,Kivaliñiq,Alaska,US,67.7269,-164.533,"ardac,eds,ncr",2.6,True,67.767,-164.6772,67.788,-164.7533
AK199,Kiwalik,,Alaska,US,66.0333,-161.833,"ardac,eds",1.0,True,66.0754,-161.9642,66.1167,-161.6365
AK200,Klawock,Lawaak,Alaska,US,55.5522,-133.096,"ardac,eds",0.8,True,55.6612,-133.4166,55.49,-133.2677
AK201,Klery Creek,,Alaska,US,67.1793,-160.4,"ardac,eds,ncr",53.3,True,66.7495,-160.4174,66.8682,-161.7513
AK202,Klukwan,Tlákw.aan,Alaska,US,59.3991,-135.894,"ardac,eds,ncr",21.2,True,58.9612,-135.9112,58.8439,-135.0343
AK203,Knik,,Alaska,US,61.4578,-149.729,"ardac,eds,ncr",1.6,True,61.1947,-149.8646,61.2122,-149.915
AK521,Knik River,,Alaska,US,61.4812,-149.13,"ardac,eds,ncr",6.4,True,61.2295,-149.5985,61.0858,-149.6805
AK204,Kobuk,Laugviik,Alaska,US,66.9072,-156.881,"ardac,eds,ncr",151.4,False,66.6926,-160.5589,66.8335,-161.5907
AK205,Kodiak,Sun'aq,Alaska,US,57.79,-152.407,"ardac,eds,ncr",3.1,True,57.8351,-152.1984,57.8649,-152.5418
AK522,Kodiak Station,,Alaska,US,57.7552,-152.514,"ardac,eds,ncr",1.4,True,57.8005,-152.3057,57.83,-152.6489
AK206,Kokhanok,Qarr’unaq,Alaska,US,59.4426,-154.761,"ardac,eds,ncr",35.5,True,59.4899,-154.857,59.1937,-154.263
AK207,Kokrines,Łoyh Denlekk’es Denh,Alaska,US,64.9332,-154.7,"ardac,eds,ncr",289.9,False,64.8204,-161.1224,64.8517,-160.9929
AK208,Koliganek,Qalirneq,Alaska,US,59.7286,-157.284,"ardac,eds,ncr",70.1,True,59.6515,-155.4917,58.9503,-158.6169
AK209,Kongiganak,Kangirnaq,Alaska,US,59.9647,-162.877,"ardac,eds,ncr",4.6,True,59.8499,-162.9429,59.8669,-162.9985
AK210,Kotlik,Qerrulliik,Alaska,US,63.0341,-163.553,"ardac,eds,ncr",4.5,True,63.1187,-162.9819,63.0959,-163.7369
AK211,Kotzebue,Qikiqtaġruk,Alaska,US,66.8983,-162.597,"ardac,eds,ncr",1.8,True,66.9399,-162.7337,66.8,-162.7516
AK212,Koyuk,Kuuyuk,Alaska,US,64.9319,-161.157,"ardac,eds,ncr",0.8,True,64.8176,-161.2415,65.0143,-160.9662
AK213,Koyukuk,Meneelghaadze’ T’oh,Alaska,US,64.8802,-157.701,"ardac,eds,ncr",147.8,False,64.8083,-161.1495,64.8435,-160.9332
AK214,Kupreanof,,Alaska,US,56.8153,-133.006,"ardac,eds,ncr",1.2,True,56.8267,-132.7878,57.1121,-133.2841
AK215,Kustatan,Qezdeghnen,Alaska,US,60.7171,-151.75,"ardac,eds,ncr",0.2,True,60.7611,-151.5215,60.6307,-151.906
AK216,Kvichak,,Alaska,US,58.9671,-156.933,"ardac,eds,ncr",1.2,True,58.8556,-157.0167,58.6968,-157.6791
AK217,Kwethluk,Kuiggluk,Alaska,US,60.8122,-161.436,"ardac,eds,ncr",27.1,True,60.3295,-162.3894,60.4963,-162.5132
AK218,Kwigillingok,Kuigilnguq,Alaska,US,59.8644,-163.134,"ardac,eds,ncr",2.7,True,59.9052,-163.2424,59.9267,-163.2995
AK219,Kwiguk,,Alaska,US,62.7683,-164.5067,"ardac,eds,ncr",2.0,True,62.808,-164.6273,62.8025,-165.0423
AK523,Lake Louise,,Alaska,US,62.2721,-146.5351,"ardac,eds,ncr",126.8,False,60.9177,-146.9511,61.065,-146.9712
AK220,Lake Minchumina,Menchuh Mene’,Alaska,US,63.8828,-152.312,"ardac,eds,ncr",295.2,False,61.205,-149.9242,61.177,-150.9179
AK455,Lake Todatonten Pingos Research Natural Area,,Alaska,US,66.1055,-152.938,"ardac,eds,ncr",329.7,False,66.5026,-160.5371,66.3331,-161.5897
AK221,Larsen Bay,Uyaqsaq,Alaska,US,57.54,-153.979,"ardac,eds,ncr",1.1,True,57.5878,-153.7739,57.6131,-153.8123
AK222,Last Tetlin Village,,Alaska,US,63.0332,-142.616,"ardac,eds,ncr",279.5,False,60.9523,-146.4223,60.1894,-143.0969
AK223,Latouche,,Alaska,US,60.0511,-147.9,"ardac,eds,ncr",2.1,True,60.1032,-147.9874,60.1305,-148.0335
AK524,Lazy Mountain,,Alaska,US,61.6152,-149.0608,"ardac,eds,ncr",16.3,True,61.2169,-149.8817,61.0687,-149.9727
AK225,Lena Beach,,Alaska,US,58.393,-134.746,"ardac,eds,ncr",1.4,True,58.4526,-134.8079,58.484,-134.8406
AK226,Levelock,Liivlek,Alaska,US,59.115,-156.857,"ardac,eds,ncr",0.6,True,58.8391,-157.2331,58.6833,-157.59
AK227,Libbyville,,Alaska,US,58.7781,-157.056,"ardac,eds,ncr",0.7,True,58.8237,-157.1532,58.6777,-157.5023
AK228,Lime Village,Hekdichen Hdakaq',Alaska,US,61.3564,-155.436,"ardac,eds,ncr",173.9,False,59.6735,-155.4589,60.7777,-152.2242
AK229,Livengood,,Alaska,US,65.5244,-148.545,"ardac,eds,ncr",450.1,False,61.189,-149.7178,61.0866,-149.7938
AK230,Loring,,Alaska,US,55.603,-131.632,"ardac,eds,ncr",0.2,True,55.5152,-131.7761,55.543,-131.8064
AK525,Lowell Point,,Alaska,US,60.0709,-149.442,"ardac,eds,ncr",0.9,True,59.965,-149.5531,59.9872,-149.6009
AK231,Lower Kalskag,Qalqaq,Alaska,US,61.5122,-160.358,"ardac,eds,ncr",121.9,False,60.3375,-162.4784,60.4835,-162.6354
AK232,Lower Tonsina,Kentsii Cae'e,Alaska,US,61.655,-144.659,"ardac,eds,ncr",104.8,False,60.8709,-146.6259,60.6563,-145.771
AK233,Lucky Shot Landing,,Alaska,US,61.7751,-149.408,"ardac,eds,ncr",29.3,True,61.2085,-149.9194,61.2068,-149.6432
AK526,Lutak,,Alaska,US,59.3233,-135.5602,"ardac,eds,ncr",0.5,True,59.1442,-135.1161,58.8119,-135.0092
AK477,Magoun Islands State Marine Park,,Alaska,US,57.1619,-135.5777,"ardac,eds",1.4,True,57.1779,-135.3584,57.2078,-135.3821
AK234,Manley Hot Springs,Too Naaleł Denh,Alaska,US,65.0011,-150.634,"ardac,eds,ncr",394.3,False,61.2526,-150.1434,61.1844,-150.852
AK235,Manokotak,Manuquutaq,Alaska,US,58.9796,-159.053,"ardac,eds,ncr",13.1,True,59.0111,-159.4598,58.8724,-159.4958
AK236,Mansfield Village,Dihthâad,Alaska,US,63.4672,-143.433,"ardac,eds,ncr",300.1,False,60.8617,-146.6888,60.9711,-146.7839
AK237,Marshall,Masserculleq,Alaska,US,61.8778,-162.081,"ardac,eds,ncr",128.2,False,62.9705,-163.1848,63.1833,-163.3282
AK238,Marys Igloo,,Alaska,US,65.1478,-165.063,"ardac,eds,ncr",46.6,True,65.1039,-166.3016,65.0908,-166.7826
AK239,Matanuska,,Alaska,US,61.5421,-149.229,"ardac,eds,ncr",4.8,True,61.1331,-149.7188,61.1463,-149.7793
AK240,McCarthy,,Alaska,US,61.4333,-142.922,"ardac,eds,ncr",121.5,False,60.3406,-144.688,60.1864,-142.8323
AK241,McGrath,Tochak’,Alaska,US,62.9564,-155.596,"ardac,eds,ncr",274.0,False,63.806,-160.7702,63.8494,-160.9866
AK242,McKinley Park Airport,,Alaska,US,63.7331,-148.9111,"ardac,eds,ncr",249.5,False,61.1268,-149.756,61.0752,-149.8251
AK527,Meadow Lakes,,Alaska,US,61.5846,-149.628,"ardac,eds,ncr",10.8,True,61.1646,-149.7858,61.1775,-149.8368
AK243,Meakerville,,Alaska,US,60.5421,-145.008,"ardac,eds,ncr",1.1,True,60.2842,-145.1774,60.4639,-145.1803
AK244,Medfra,,Alaska,US,63.1067,-154.714,"ardac,eds,ncr",287.5,False,60.9313,-151.5079,61.2003,-150.7658
AK245,Mekoryuk,Mikuryar,Alaska,US,60.388,-166.185,"ardac,eds,ncr",0.3,True,60.3002,-165.9261,60.4464,-166.3588
AK246,Mendeltna,,Alaska,US,62.0487,-146.5386,"ardac,eds,ncr",101.8,False,61.0072,-146.8824,61.0027,-146.936
AK247,Mentasta Lake,Mendaesde,Alaska,US,62.9212,-143.792,"ardac,eds,ncr",239.0,False,60.9172,-146.5031,61.0623,-146.9184
AK528,Mertarvik,,Alaska,US,60.8196,-164.5123,"ardac,eds,ncr",2.6,True,60.884,-164.3046,60.6941,-164.9605
AK248,Metlakatla,Maxłakxaała,Alaska,US,55.1292,-131.572,"ardac,eds",0.6,True,55.1905,-131.6235,55.2228,-131.6507
AK249,Meyers Chuck,,Alaska,US,55.7408,-132.256,"ardac,eds,ncr",0.4,True,55.8018,-132.3095,55.5749,-131.8854
AK529,Mill Bay,,Alaska,US,57.8195,-152.3559,"ardac,eds,ncr",1.3,True,57.8646,-152.147,57.7323,-152.4976
AK250,Minto,,Alaska,US,65.1496,-149.3504,"ardac,eds,ncr",406.2,False,61.2722,-150.019,61.1832,-150.0828
AK478,Misty Fjords National Monument,,Alaska,US,55.7913,-130.7927,"ardac,eds,ncr",8.3,True,55.3538,-130.8675,55.6884,-131.6093
AK530,Moose Creek,,Alaska,US,64.7155,-147.1645,"ardac,eds,ncr",374.0,False,61.2248,-149.6655,61.0382,-147.0911
AK251,Moose Pass,,Alaska,US,60.4876,-149.367,"ardac,eds,ncr",37.3,True,61.0199,-149.7167,60.8993,-149.7947
AK252,Morzhovoi,,Alaska,US,54.91,-163.303,"ardac,eds,ncr",0.4,True,54.9729,-163.1255,54.9724,-163.4473
AK253,Moses Point,,Alaska,US,64.7002,-162.033,"ardac,eds",1.6,True,64.742,-162.1583,64.764,-162.2244
AK531,Mosquito Lake,,Alaska,US,59.4246,-136.016,"ardac,eds,ncr",28.7,True,58.9867,-136.0316,58.8702,-135.1537
AK254,Mountain Village,Asaacaryaraq,Alaska,US,62.0884,-163.72,"ardac,eds,ncr",58.5,True,62.5468,-164.6671,62.2338,-164.9872
AK532,Mud Bay,,Alaska,US,59.1702,-135.3665,"ardac,eds,ncr",1.4,True,59.1857,-135.1341,58.8593,-135.033
AK571,Murphy Dome Long Range Radar Site,,Alaska,US,64.9517,-148.3398,eds,387.7,False,61.2581,-149.7589,61.1744,-149.8421
AK256,Nabesna,Naambia Niign Daacheeg,Alaska,US,62.3719,-143.009,"ardac,eds,ncr",203.9,False,60.3213,-144.7718,60.2997,-142.8623
AK257,Nakeen,,Alaska,US,58.9361,-157.038,"ardac,eds,ncr",0.7,True,58.8246,-157.1212,58.674,-157.4699
AK258,Naknek,Nakniq,Alaska,US,58.7283,-157.014,"ardac,eds,ncr",0.6,True,58.7662,-157.4158,58.6361,-157.1473
AK259,Nanwalek,English Bay,Alaska,US,59.354,-151.916,"ardac,eds,ncr",0.5,True,59.4034,-152.0076,59.4293,-152.056
AK262,Napaimute,,Alaska,US,61.54,-158.674,"ardac,eds,ncr",196.0,False,60.4567,-162.4861,60.4644,-162.3213
AK261,Napakiak,Naparyarraq,Alaska,US,60.6967,-161.952,"ardac,eds,ncr",0.7,True,60.407,-162.3021,60.4191,-162.3665
AK263,Napaskiak,Napaskiaq,Alaska,US,60.708,-161.766,"ardac,eds,ncr",6.3,True,60.3992,-162.4358,60.4106,-162.5096
AK264,Nash Harbor,,Alaska,US,60.2041,-166.939,"ardac,eds",3.7,True,60.396,-167.1156,60.2294,-167.4348
AK577,National Guard Alcantra Armory Complex,,Alaska,US,61.603,-149.3748,eds,10.4,True,61.1935,-149.8637,61.2066,-149.9244
AK585,National Guard Anchorage International Airport,,Alaska,US,61.1599,-149.9695,eds,4.3,True,61.2106,-150.0633,61.0756,-150.1325
AK580,National Guard Fairbanks Armory,,Alaska,US,64.8417,-147.7535,eds,380.4,False,61.1748,-149.8903,61.0815,-149.656
AK584,National Guard Wasilla Storefront Recruiting Office,,Alaska,US,61.5769,-149.4107,eds,7.2,True,61.1673,-149.8987,61.1804,-149.9594
AK533,Naukati Bay,,Alaska,US,55.8762,-133.1921,"ardac,eds,ncr",1.6,True,55.7865,-133.3336,55.8139,-133.3652
AK557,Naval Air Facility Adak,,Alaska,US,51.8751,-176.6498,eds,1.4,True,51.9045,-176.7487,51.9199,-176.8008
AK265,Nelchina,,Alaska,US,61.996,-146.8203,"ardac,eds,ncr",93.4,True,60.9538,-147.1544,61.1102,-147.1734
AK266,Nelson Lagoon,Niilsanam Alĝuudaa,Alaska,US,56.0012,-161.201,"ardac,eds,ncr",1.6,True,56.0437,-161.2959,56.0661,-161.3459
AK267,Nenana,Toghotili,Alaska,US,64.5638,-149.093,"ardac,eds,ncr",341.3,False,61.1601,-149.7179,61.0851,-149.7805
AK268,New Knockhock,,Alaska,US,62.1291,-164.894,"ardac,eds,ncr",29.1,True,62.2972,-165.4042,62.1892,-165.0751
AK269,New Stuyahok,Cetuyaraq,Alaska,US,59.4528,-157.312,"ardac,eds,ncr",44.8,True,58.8772,-157.0431,58.7046,-157.6954
AK270,Newhalen,Nuuriileng,Alaska,US,59.72,-154.897,"ardac,eds,ncr",56.8,True,59.7672,-154.994,59.3103,-154.0728
AK271,Newtok,Niugtaq,Alaska,US,60.9427,-164.629,"ardac,eds,ncr",1.2,True,60.9566,-165.0645,60.8168,-165.0785
AK272,Nightmute,Negtemiut,Alaska,US,60.4794,-164.724,"ardac,eds,ncr",14.4,True,60.3379,-165.0999,60.5129,-165.2221
AK578,Nike Alaska Mike,,Alaska,US,64.5849,-146.7309,eds,367.1,False,60.8795,-147.6709,61.0862,-147.0053
AK579,Nike Alaska Peter,,Alaska,US,64.6745,-146.7542,eds,376.1,False,61.2013,-149.6247,61.0145,-147.0621
AK273,Nikiski,,Alaska,US,60.6394,-151.334,"ardac,eds,ncr",1.1,True,60.6891,-151.4284,60.7153,-151.4782
AK274,Nikolaevsk,,Alaska,US,59.8109,-151.623,"ardac,eds,ncr",12.4,True,59.8605,-151.7155,59.8865,-151.7642
AK275,Nikolai,Nikolai,Alaska,US,63.0133,-154.375,"ardac,eds,ncr",268.7,False,60.9941,-151.5137,61.1063,-150.7958
AK276,Nikolski,Chalukax̂,Alaska,US,52.938,-168.868,"ardac,eds,ncr",1.6,True,52.9743,-168.9632,52.9934,-169.0133
AK277,Nilikluguk,,Alaska,US,60.6501,-165.15,"ardac,eds,ncr",1.4,True,60.6893,-165.2635,60.7098,-165.3233
AK278,Ninilchik,,Alaska,US,60.0514,-151.669,"ardac,eds,ncr",2.3,True,60.1009,-151.7622,60.127,-151.8114
AK279,Noatak,Nuataam Kuuŋa,Alaska,US,67.5711,-162.965,"ardac,eds,ncr",43.5,True,67.5671,-163.9187,67.5871,-164.0175
AK280,Nome,Sitŋasuaq,Alaska,US,64.5107,-165.4447,"ardac,eds,ncr",0.1,True,64.3944,-165.5107,64.4104,-165.5766
AK281,Nondalton,Nundaltin,Alaska,US,59.9736,-154.846,"ardac,eds,ncr",72.3,True,59.7063,-154.9347,59.724,-153.3702
AK282,Noorvik,Nuurvik,Alaska,US,66.8383,-161.033,"ardac,eds,ncr",19.6,True,66.8636,-161.5639,66.8854,-161.6465
AK534,North Lakes,,Alaska,US,61.6135,-149.3298,"ardac,eds,ncr",12.3,True,61.2042,-149.8194,61.2173,-149.8801
AK283,North Pole,,Alaska,US,64.7511,-147.349,"ardac,eds,ncr",375.3,False,61.2573,-149.8324,61.0738,-147.2543
AK284,Northway,K’ehtthiign,Alaska,US,62.9616,-141.937,"ardac,eds,ncr",287.8,False,60.3477,-144.6286,60.3343,-143.067
AK285,Northway Indian Village,,Alaska,US,62.9832,-141.949,"ardac,eds,ncr",289.6,False,60.369,-144.6414,60.196,-143.1324
AK286,Northway Junction,,Alaska,US,63.0173,-141.792,"ardac,eds,ncr",296.9,False,60.2722,-144.8612,60.2314,-142.99
AK287,Nuiqsut,Nuiqsat,Alaska,US,70.2175,-150.976,"ardac,eds,ncr",19.4,True,70.5897,-151.0686,70.6261,-151.1386
AK288,Nulato,Noolaaghe Doh,Alaska,US,64.7194,-158.103,"ardac,eds,ncr",127.9,False,64.6563,-161.1644,64.692,-160.9384
AK289,Nunam Iqua,Sheldon Point,Alaska,US,62.5336,-164.841,"ardac,eds,ncr",0.8,True,62.573,-164.9611,62.5938,-165.0244
AK290,Nunapitchuk,Nunapicuar,Alaska,US,60.8969,-162.459,"ardac,eds,ncr",23.8,True,60.8742,-163.5371,60.4783,-162.5
