id,name,alt_name,region,country,latitude,longitude
NO445,Selvik,,Vestfold og Telemark,NO,59.5665,10.2600
NO446,Sem,,Vestfold og Telemark,NO,59.2823,10.3300
NO447,Siljan,,Vestfold og Telemark,NO,59.2825,9.7337
NO448,Skien,,Vestfold og Telemark,NO,59.2075,9.6105
NO449,Skoppum,,Vestfold og Telemark,NO,59.3861,10.4108
NO450,Stavern,,Vestfold og Telemark,NO,59.0000,10.0333
NO451,Stokke,,Vestfold og Telemark,NO,59.2226,10.3006
NO452,Svelvik,,Vestfold og Telemark,NO,59.6068,10.4023
NO453,Tinn,,Vestfold og Telemark,NO,59.8349,9.1353
NO454,Tjøme,,Vestfold og Telemark,NO,59.1109,10.3933
NO455,Tokke,,Vestfold og Telemark,NO,59.4457,8.0139
NO456,Tønsberg,,Vestfold og Telemark,NO,59.2675,10.4076
NO457,Ulefoss,,Vestfold og Telemark,NO,59.2825,9.2655
NO458,Vinje,,Vestfold og Telemark,NO,59.5692,7.9890
NO459,Ågotnes,,Vestland,NO,60.4031,5.0193
NO460,Årdal,,Vestland,NO,61.2364,7.7020
NO461,Årdalstangen,,Vestland,NO,61.2358,7.7037
NO462,Askøy,,Vestland,NO,60.4092,5.2260
NO463,Askvoll,,Vestland,NO,61.3485,5.0532
NO464,Aurland,,Vestland,NO,60.9056,7.1873
NO465,Austevoll,,Vestland,NO,60.0958,5.2272
NO466,Austrheim,,Vestland,NO,60.7774,4.9323
NO467,Balestrand,,Vestland,NO,61.2081,6.5355
NO468,Bergen,,Vestland,NO,60.3920,5.3280
NO469,Bømlo,,Vestland,NO,59.7938,5.1762
NO470,Bremanger,,Vestland,NO,61.7686,5.2891
NO471,Dale,,Vestland,NO,60.5864,5.8189
NO472,Eid,,Vestland,NO,61.9068,5.9932
NO473,Eidfjord,,Vestland,NO,60.4674,7.0697
NO474,Eikelandsosen,,Vestland,NO,60.2418,5.7443
NO475,Eivindvik,,Vestland,NO,60.9813,5.0750
NO476,Espeland,,Vestland,NO,60.3825,5.4657
NO477,Etne,,Vestland,NO,59.6647,5.9344
NO478,Farnes,,Vestland,NO,61.3085,7.7969
NO479,Fedje,,Vestland,NO,60.7787,4.7197
NO480,Fitjar,,Vestland,NO,59.9174,5.3164
NO481,Fjaler,,Vestland,NO,61.3638,5.3981
NO482,Fjell,,Vestland,NO,60.3627,5.1219
NO483,Flora,,Vestland,NO,61.5999,5.0314
NO484,Florø,,Vestland,NO,61.5996,5.0328
NO485,Førde,,Vestland,NO,61.4505,5.8540
NO486,Frekhaug,,Vestland,NO,60.5132,5.2425
NO487,Fusa,,Vestland,NO,60.2407,5.7446
NO488,Gaular,,Vestland,NO,61.3256,5.7952
NO489,Gaupne,,Vestland,NO,61.4047,7.2946
NO490,Gloppen,,Vestland,NO,61.7773,6.2156
NO491,Granvin,,Vestland,NO,60.5263,6.7218
NO492,Gulen,,Vestland,NO,60.9819,5.0741
NO493,Hagavik,,Vestland,NO,60.1808,5.4015
NO494,Hardbakke,,Vestland,NO,61.0756,4.8411
NO495,Hermansverk,,Vestland,NO,61.1846,6.8502
NO496,Hornindal,,Vestland,NO,61.9693,6.5225
NO497,Høyanger,,Vestland,NO,61.2188,6.0731
NO498,Hylkje,,Vestland,NO,60.5103,5.3544
NO499,Hyllestad,,Vestland,NO,61.1704,5.2961
NO500,Indre Arna,,Vestland,NO,60.4177,5.4709
NO501,Jondal,,Vestland,NO,60.2762,6.2526
NO502,Jølster,,Vestland,NO,61.5692,6.4835
NO503,Kinsarvik,,Vestland,NO,60.3757,6.7195
NO504,Knappskog,,Vestland,NO,60.3791,5.0560
NO505,Knarvik,,Vestland,NO,60.5453,5.2821
NO506,Kvam,,Vestland,NO,60.3698,6.1434
NO507,Kvinnherad,,Vestland,NO,59.9842,6.0123
NO508,Lærdal,,Vestland,NO,61.0984,7.4810
NO509,Lærdalsøyri,,Vestland,NO,61.1000,7.4737
NO510,Leikanger,,Vestland,NO,61.1856,6.8220
NO511,Leirvik,,Vestland,NO,59.7798,5.5005
NO512,Lindås,,Vestland,NO,60.5491,5.2856
NO513,Lonevåg,,Vestland,NO,60.5256,5.4956
NO514,Luster,,Vestland,NO,61.4031,7.2979
NO515,Måløy,,Vestland,NO,61.9354,5.1136
NO516,Manger,,Vestland,NO,60.6415,5.0414
NO517,Masfjorden,,Vestland,NO,60.7995,5.3004
NO518,Meland,,Vestland,NO,60.5178,5.2406
NO519,Modalen,,Vestland,NO,60.8174,5.8079
NO520,Mosterhamn,,Vestland,NO,59.6992,5.3859
NO521,Naustdal,,Vestland,NO,61.5103,5.7172
NO522,Nordfjordeid,,Vestland,NO,61.9122,5.9856
NO523,Norheimsund,,Vestland,NO,60.3709,6.1456
NO524,Odda,,Vestland,NO,60.0670,6.5454
NO525,Os,,Vestland,NO,60.1855,5.4696
NO526,Osterøy,,Vestland,NO,60.5239,5.5055
NO527,Øygarden,,Vestland,NO,60.5904,4.8389
NO528,Øystese,,Vestland,NO,60.3883,6.1925
NO529,Radøy,,Vestland,NO,60.6419,5.0411
NO530,Rosendal,,Vestland,NO,59.9859,6.0116
NO531,Rubbestadneset,,Vestland,NO,59.8156,5.2682
NO532,Sagvåg,,Vestland,NO,59.7814,5.3900
NO533,Samnanger,,Vestland,NO,60.3775,5.7622
NO534,Sandane,,Vestland,NO,61.7728,6.2150
NO535,Sande,,Vestland,NO,61.3251,5.7977
NO536,Sandsli,,Vestland,NO,60.3032,5.2855
NO537,Selje,,Vestland,NO,62.0426,5.3445
NO538,Skogsvågen,,Vestland,NO,60.2551,5.1016
NO539,Sogndal,,Vestland,NO,61.2314,7.1030
NO540,Solund,,Vestland,NO,61.0739,4.8388
NO541,Stord,,Vestland,NO,59.7809,5.4998
NO542,Storebø,,Vestland,NO,60.0949,5.2271
NO543,Straume,,Vestland,NO,60.3613,5.1220
NO544,Stryn,,Vestland,NO,61.9041,6.7240
NO545,Sund,,Vestland,NO,60.2702,5.0723
NO546,Sveio,,Vestland,NO,59.5430,5.3541
NO547,Svelgen,,Vestland,NO,61.7698,5.2954
NO548,Syfteland,,Vestland,NO,60.2380,5.4529
NO549,Tysnes,,Vestland,NO,60.0408,5.5313
NO550,Ullensvang,,Vestland,NO,60.3750,6.7207
NO551,Ulvik,,Vestland,NO,60.5672,6.9187
NO552,Vågsøy,,Vestland,NO,61.9354,5.1140
NO553,Vaksdal,,Vestland,NO,60.5903,5.8227
NO554,Vik,,Vestland,NO,61.0886,6.5851
NO555,Voss,,Vestland,NO,60.6278,6.4183
NO556,Ytre Arna,,Vestland,NO,60.4618,5.4327
NO557,Ytrebygda,,Vestland,NO,60.3050,5.2824
NO558,Ål,,Viken,NO,60.6303,8.5612
NO559,Åneby,,Viken,NO,60.0893,10.8700
NO560,Aremark,,Viken,NO,59.2220,11.6958
NO561,Årnes,,Viken,NO,60.1224,11.4701
NO562,Åros,,Viken,NO,59.7061,10.5109
NO563,Ås,,Viken,NO,59.6637,10.7910
NO564,Ask,,Viken,NO,60.0713,11.0362
NO565,Asker,,Viken,NO,59.8373,10.4360
NO566,Askim,,Viken,NO,59.5846,11.1608
NO567,Auli,,Viken,NO,60.0345,11.3605
NO568,Aurskog-Høland,,Viken,NO,59.8832,11.5649
NO569,Aursmoen,,Viken,NO,59.9276,11.4428
NO570,Bærum,,Viken,NO,59.8900,10.5265
NO571,Billingstad,,Viken,NO,59.8755,10.4823
NO572,Bjørkelangen,,Viken,NO,59.8836,11.5640
NO573,Blakstad,,Viken,NO,59.8191,10.4645
NO574,Drammen,,Viken,NO,59.7439,10.2045
NO575,Drøbak,,Viken,NO,59.6633,10.6298
NO576,Eidsberg,,Viken,NO,59.5515,11.3359
NO577,Eidsvoll,,Viken,NO,60.3289,11.2612
NO578,Enebakk,,Viken,NO,59.7645,11.1449
NO579,Fagerstrand,,Viken,NO,59.7375,10.5940
NO580,Fet,,Viken,NO,59.9222,11.1678
NO581,Fetsund,,Viken,NO,59.9246,11.1571
NO582,Fjellfoten,,Viken,NO,60.0897,11.4722
NO583,Flå,,Viken,NO,60.4291,9.4661
NO584,Flateby,,Viken,NO,59.8295,11.1535
NO585,Flesberg,,Viken,NO,59.8328,9.5831
NO586,Fossby,,Viken,NO,59.2222,11.6993
NO587,Fredrikstad,,Viken,NO,59.2176,10.9379
NO588,Frogn,,Viken,NO,59.6667,10.6357
NO589,Frogner,,Viken,NO,60.0246,11.1028
NO590,Geilo,,Viken,NO,60.5337,8.2054
NO591,Gjerdrum,,Viken,NO,60.0716,11.0360
NO592,Gol,,Viken,NO,60.6995,8.9502
NO593,Halden,,Viken,NO,59.1226,11.3871
NO594,Hemsedal,,Viken,NO,60.8611,8.5654
NO595,Hobøl,,Viken,NO,59.6225,10.9498
NO596,Hol,,Viken,NO,60.6153,8.3019
NO597,Hole,,Viken,NO,60.0802,10.2784
NO598,Hønefoss,,Viken,NO,60.1680,10.2565
NO599,Hurdal,,Viken,NO,60.4352,11.0671
NO600,Hurum,,Viken,NO,59.6140,10.4576
NO601,Hvaler,,Viken,NO,59.0281,11.0311
NO602,Hvittingfoss,,Viken,NO,59.4857,10.0117
NO603,Jessheim,,Viken,NO,60.1415,11.1752
NO604,Karlshus,,Viken,NO,59.3520,10.8723
NO605,Kløfta,,Viken,NO,60.0741,11.1381
NO606,Knappstad,,Viken,NO,59.6242,11.0327
NO607,Kongsberg,,Viken,NO,59.6652,9.6465
NO608,Krødsherad,,Viken,NO,60.1794,9.6212
NO609,Larkollen,,Viken,NO,59.3320,10.6669
NO610,Leirsund,,Viken,NO,59.9968,11.0875
NO611,Lervik,,Viken,NO,59.2712,10.7461
NO612,Lier,,Viken,NO,59.7866,10.2459
NO613,Lillestrøm,,Viken,NO,59.9560,11.0492
NO614,Lørenskog,,Viken,NO,59.9321,10.9608
NO615,Lysaker,,Viken,NO,59.9099,10.6355
NO616,Marker,,Viken,NO,59.4795,11.6592
NO617,Maura,,Viken,NO,60.2583,11.0319
NO618,Modum,,Viken,NO,59.9735,10.0047
NO619,Moss,,Viken,NO,59.4344,10.6597
NO620,Mysen,,Viken,NO,59.5535,11.3258
NO621,Nannestad,,Viken,NO,60.2171,11.0120
NO622,Nedre Eiker,,Viken,NO,59.7502,10.0074
NO623,Nes,,Viken,NO,60.1225,11.4657
NO624,Nesbyen,,Viken,NO,60.5681,9.1027
NO625,Neskollen,,Viken,NO,60.1216,11.3393
NO626,Nesodden,,Viken,NO,59.8422,10.6494
NO627,Nesoddtangen,,Viken,NO,59.8624,10.6631
NO628,Nittedal,,Viken,NO,60.0428,10.8817
NO629,Nore og Uvdal,,Viken,NO,60.2671,8.9464
NO630,Noresund,,Viken,NO,60.1799,9.6241
NO631,Oppegård,,Viken,NO,59.8115,10.7971
NO632,Ørje,,Viken,NO,59.4802,11.6602
NO633,Øvre Eiker,,Viken,NO,59.7711,9.9084
NO634,Prestfoss,,Viken,NO,60.0434,9.6352
NO635,Råde,,Viken,NO,59.3516,10.8714
NO636,Råholt,,Viken,NO,60.2751,11.1790
NO637,Rakkestad,,Viken,NO,59.4282,11.3435
NO638,Rælingen,,Viken,NO,59.9263,11.0653
NO639,Ringerike,,Viken,NO,60.1602,10.2566
NO640,Rollag,,Viken,NO,59.9841,9.2949
NO641,Rotnes,,Viken,NO,60.0571,10.8614
NO642,Rømskog,,Viken,NO,59.7497,11.8112
NO643,Røyken,,Viken,NO,59.7402,10.4132
NO644,Rygge,,Viken,NO,59.4063,10.6930
NO645,Ryggebyen,,Viken,NO,59.3750,10.7500
NO646,Sarpsborg,,Viken,NO,59.2815,11.1117
NO647,Sætre,,Viken,NO,59.6813,10.5275
NO648,Sigdal,,Viken,NO,60.0459,9.6367
NO649,Skedsmo,,Viken,NO,59.9545,11.0395
NO650,Ski,,Viken,NO,59.7205,10.8388
NO651,Skiptvet,,Viken,NO,59.4775,11.1617
NO652,Skjærhalden,,Viken,NO,59.0253,11.0369
NO653,Skjeberg,,Viken,NO,59.2115,11.1903
NO654,Skoger,,Viken,NO,59.7133,10.2536
NO655,Skui,,Viken,NO,59.9275,10.4475
NO656,Sørum,,Viken,NO,59.9871,11.2402
NO657,Sørumsand,,Viken,NO,59.9862,11.2415
NO658,Spydeberg,,Viken,NO,59.6203,11.0807
NO659,Tofte,,Viken,NO,59.5428,10.5614
NO660,Tomter,,Viken,NO,59.6591,10.9949
NO661,Tranby,,Viken,NO,59.8085,10.2611
NO662,Trøgstad,,Viken,NO,59.6402,11.3189
NO663,Ullensaker,,Viken,NO,60.1440,11.1744
NO664,Våler,,Viken,NO,59.4887,10.8655
NO665,Vestby,,Viken,NO,59.6023,10.7481
NO666,Vikersund,,Viken,NO,59.9684,9.9911
NO667,Olonkinbyen,,Jan Mayen,NO,70.9220,-8.7150
NO668,Longyearbyen,,Svalbard,NO,78.2200,15.6500
NO669,Ny-Ålesund,,Svalbard,NO,78.9250,11.9222
NO669,Bjørnøya,,Svalbard,NO,74.4400,19.0475
NO670,Hopen,,Svalbard,NO,76.5500,25.1167
NO672,"Polish Polar Station, Hornsund",Isbjørnhamna,Svalbard,NO,77.0000,15.5500
NO671,Pyramiden,,Svalbard,NO,78.6561,16.3250
NO672,Barentsburg,,Svalbard,NO,78.0667,14.2167
