id,name,alt_name,region,country,latitude,longitude
FI384,Savonlinna,,South Savo,FI,61.8699,28.8800
FI385,Savonranta,,South Savo,FI,62.1833,29.2000
FI386,Sulkava,,South Savo,FI,61.7869,28.3730
FI387,Virtasalmi,,South Savo,FI,62.1270,27.4628
FI388,Forssa,,Kanta-Häme,FI,60.8146,23.6215
FI389,Hämeenlinna,,Kanta-Häme,FI,60.9960,24.4643
FI390,Hauho,,Kanta-Häme,FI,61.1726,24.5630
FI391,Hausjärvi,,Kanta-Häme,FI,60.7833,24.9333
FI392,Humppila,,Kanta-Häme,FI,60.9333,23.3667
FI393,Janakkala,,Kanta-Häme,FI,60.9000,24.6000
FI394,Jokioinen,,Kanta-Häme,FI,60.8016,23.4800
FI395,Kalvola,,Kanta-Häme,FI,61.1008,24.1218
FI396,Lammi,,Kanta-Häme,FI,61.0833,25.0167
FI397,Loppi,,Kanta-Häme,FI,60.7167,24.4500
FI398,Renko,,Kanta-Häme,FI,60.8956,24.2879
FI399,Riihimäki,,Kanta-Häme,FI,60.7377,24.7773
FI400,Tammela,,Kanta-Häme,FI,60.8104,23.7682
FI401,Tervakoski,,Kanta-Häme,FI,60.8141,24.6259
FI402,Tuulos,,Kanta-Häme,FI,61.1500,24.8000
FI403,Ypäjä,,Kanta-Häme,FI,60.8000,23.2833
FI404,Askola,,Uusimaa,FI,60.5333,25.6000
FI405,Ekenäs,,Uusimaa,FI,59.9736,23.4339
FI406,Espoo,,Uusimaa,FI,60.2052,24.6522
FI407,Gumböle,,Uusimaa,FI,60.2195,24.6168
FI408,Hanko,,Uusimaa,FI,59.8333,22.9500
FI409,Helsinki,,Uusimaa,FI,60.1695,24.9355
FI410,Hyvinge,,Uusimaa,FI,60.6333,24.8667
FI411,Ingå,,Uusimaa,FI,60.0459,24.0046
FI412,Järvenpää,,Uusimaa,FI,60.4737,25.0899
FI413,Kaarela,,Uusimaa,FI,60.2517,24.8811
FI414,Kallio,,Uusimaa,FI,60.1843,24.9503
FI415,Karis,,Uusimaa,FI,60.0718,23.6616
FI416,Karjalohja,,Uusimaa,FI,60.2402,23.7179
FI417,Karkkila,,Uusimaa,FI,60.5342,24.2098
FI418,Kärkölä,,Uusimaa,FI,60.6129,23.9420
FI419,Kauniainen,,Uusimaa,FI,60.2121,24.7276
FI420,Kellokoski,,Uusimaa,FI,60.5327,25.1092
FI421,Kerava,,Uusimaa,FI,60.4034,25.1050
FI422,Kilo,,Uusimaa,FI,60.2175,24.7815
FI423,Kirkkonummi,,Uusimaa,FI,60.1238,24.4385
FI424,Koukkuniemi,,Uusimaa,FI,60.1526,24.7647
FI425,Lapinjärvi,,Uusimaa,FI,60.6244,26.1972
FI426,Lauttasaari,,Uusimaa,FI,60.1590,24.8680
